origin,colony,dest,origin_dest,time,trt,tank,grate,wkgrate,ylossnorm,hr21,totchl,"survival (1=y,0=dead)",6 bleach/dead score,min,mean,dr90,mmm,dtr,maxdtr,days31,days32,inDHW,nightDHW,CRWDHW,inDHM
HV,HVC,MV,HV_MV,6,heat,7,0.02,0.119,0.455,0.304,5.129,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVC,MV,HV_MV,6,cont,8,0.019,,0.044,0.492,8.422,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVD,HV,HV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVD,HV,HV_HV,6,heat,9,0.035,0.124,0.579,0.226,12.432,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVD,HV,HV_HV,6,cont,10,0.03,,0.043,0.506,19.345,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVD,MV,HV_MV,6,NA,NA,NA,NA,NA,NA,NA,0,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVD,MV,HV_MV,6,heat,9,0.027,,0.582,0.195,8.931,1,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVD,MV,HV_MV,6,cont,10,0.018,0.109,0.112,0.469,11.549,1,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVE,HV,HV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVE,HV,HV_HV,6,heat,9,0.025,,0.397,0.296,5.983,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVE,HV,HV_HV,6,cont,10,0.019,,-0.083,0.494,7.671,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVE,MV,HV_MV,6,heat,9,0.008,,0.322,0.366,5.642,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVE,MV,HV_MV,6,cont,10,0.007,0.158,0.018,0.539,8.336,1,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVK,HV,HV_HV,6,heat,11,0,0.187,0.295,0.393,7.063,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVK,HV,HV_HV,6,cont,12,0.005,,-0.014,0.565,9.118,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVK,MV,HV_MV,6,heat,11,0.008,0.228,0.253,0.418,8.619,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVK,MV,HV_MV,6,cont,12,0.002,,0.035,0.523,9.556,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVL,HV,HV_HV,6,heat,11,NA,0.073,0.273,0.405,5.974,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVL,HV,HV_HV,6,cont,12,-0.002,,0.058,0.524,7.328,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVL,MV,HV_MV,6,heat,11,0.002,0.095,0.462,0.291,6.452,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVL,MV,HV_MV,6,cont,12,0.011,,0.053,0.544,9.297,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVM,HV,HV_HV,6,cont,12,0.009,0.145,0.065,0.498,7.933,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVM,MV,HV_MV,6,heat,11,0.006,0.089,0.207,0.428,4.677,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVM,MV,HV_MV,6,cont,12,0.012,,-0.001,0.506,9.466,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVN,HV,HV_HV,6,heat,13,0.015,0.126,0.178,0.442,6.832,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVN,HV,HV_HV,6,cont,14,0.018,,0.068,0.533,10.23,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVN,MV,HV_MV,6,heat,13,0.011,,0.193,0.457,6.541,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVN,MV,HV_MV,6,cont,14,0.015,0.101,0.061,0.531,9.247,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVO,HV,HV_HV,6,heat,13,0.026,0.126,0.324,0.383,4.374,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVO,HV,HV_HV,6,cont,14,0.024,,0.095,0.557,7.946,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
HV,HVO,MV,HV_MV,6,heat,13,0.005,0.147,0.558,0.225,6.395,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
HV,HVO,MV,HV_MV,6,cont,14,0.008,,0.042,0.558,10.301,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
LV,LVA,HV,LV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVA,HV,LV_HV,6,heat,7,0.02,,0.231,0.435,9.59,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVA,HV,LV_HV,6,cont,8,0,,0.113,0.511,11.345,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVA,LV,LV_LV,6,heat,7,0.019,0.037,0.036,0.451,5.7,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVA,LV,LV_LV,6,cont,8,0.02,,0.131,0.496,8.679,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVB,HV,LV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,HV,LV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,HV,LV_HV,6,heat,7,0.021,,0.23,0.445,11.128,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,HV,LV_HV,6,heat,7,0.033,,0.25,0.452,11.189,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVB,LV,LV_LV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVB,LV,LV_LV,6,cont,8,0.038,,0.079,0.518,5.93,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVB,LV,LV_LV,6,cont,8,0.027,,0.106,0.498,9.902,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVC,HV,LV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,HV,LV_HV,6,heat,7,0.018,,0.178,0.438,4.825,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,HV,LV_HV,6,heat,7,0.009,0.071,0.373,0.33,21.24,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,HV,LV_HV,6,cont,8,0.021,,0.062,0.476,6.916,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVC,LV,LV_LV,6,heat,7,0.033,0.055,0.172,0.402,8.694,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVD,HV,LV_HV,6,heat,9,0.027,,0.22,0.395,9.209,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVD,HV,LV_HV,6,cont,10,0.011,0.186,0.031,0.571,20.49,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVD,LV,LV_LV,6,NA,NA,NA,NA,NA,NA,NA,0,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVD,LV,LV_LV,6,heat,9,0.011,0.101,0.594,0.216,10.215,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVD,LV,LV_LV,6,cont,10,0.017,,0.018,0.526,14.046,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVE,HV,LV_HV,6,heat,9,0.022,,0.409,0.332,6.534,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVE,HV,LV_HV,6,cont,10,0.022,0.051,0.11,0.471,11.57,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVE,LV,LV_LV,6,heat,9,0.014,,0.574,0.223,4.03,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVE,LV,LV_LV,6,cont,10,0.013,0.078,0.034,0.529,8.915,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVK,HV,LV_HV,6,heat,11,0,0.125,0.386,0.332,5.529,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVK,HV,LV_HV,6,cont,12,0.001,,0.038,0.465,12.756,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVK,LV,LV_LV,6,heat,11,0.012,,0.458,0.296,9.529,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVK,LV,LV_LV,6,cont,12,0.035,0.136,0.077,0.486,12.067,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVL,HV,LV_HV,6,heat,11,0.012,0.157,0.395,0.295,8.798,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVL,HV,LV_HV,6,cont,12,NA,,0.072,0.489,12.651,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVL,LV,LV_LV,6,heat,11,0.022,,0.518,0.249,16.739,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVL,LV,LV_LV,6,cont,12,0.009,0.043,0.053,0.499,17.048,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVM,HV,LV_HV,6,heat,11,-0.003,0.046,0.247,0.373,7.66,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVM,HV,LV_HV,6,cont,12,0.011,,0.119,0.424,9.527,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVM,LV,LV_LV,6,heat,11,0.008,,0.408,0.337,9.253,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVM,LV,LV_LV,6,cont,12,0.007,0.084,0.086,0.526,10.315,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVN,HV,LV_HV,6,heat,13,0.006,0.088,0.543,0.254,6.748,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVN,HV,LV_HV,6,cont,14,0.002,,0.043,0.532,8.627,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVN,LV,LV_LV,6,heat,13,0.002,,0.345,0.356,5.41,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVN,LV,LV_LV,6,cont,14,0.001,0.082,0.039,0.553,9.164,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVO,HV,LV_HV,6,cont,14,0.001,0.127,0.18,0.461,7.152,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
LV,LVO,LV,LV_LV,6,heat,13,0.01,,0.096,0.417,8.789,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVO,LV,LV_LV,6,cont,14,0,,0.024,0.497,10.014,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
LV,LVO,LV,LV_LV,6,cont,14,0.017,,0.063,0.483,4.968,1,0,29.35,30.48,1.88,32.91,1.43,3.06,68,20,0.493449405,0.872776786,5.81203869,61.6556101
MV,MVA,HV,MV_HV,6,heat,7,0.026,0.081,0.177,0.467,9.756,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVA,HV,MV_HV,6,cont,8,0.017,,0.058,0.502,9.059,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVA,MV,MV_MV,6,heat,7,0.023,0.098,0.203,0.397,7.508,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVA,MV,MV_MV,6,cont,8,0.013,,0.118,0.364,6.094,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVB,HV,MV_HV,6,heat,7,0.019,,0.113,0.438,12.93,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVB,HV,MV_HV,6,cont,8,0.011,0.152,0.019,0.489,15.682,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVB,MV,MV_MV,6,heat,7,0.024,0.143,0.16,0.429,10.026,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVB,MV,MV_MV,6,cont,8,0.013,,0.113,0.466,10.523,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVC,HV,MV_HV,6,heat,7,0.016,0.101,0.262,0.434,2.754,1,1,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVC,HV,MV_HV,6,cont,8,0.014,,0.127,0.517,10.885,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVC,MV,MV_MV,6,heat,7,NA,,0.287,0.337,3.466,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVC,MV,MV_MV,6,cont,8,-0.001,0.171,0.103,0.492,10.084,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,HV,MV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,HV,MV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,HV,MV_HV,6,heat,9,0.01,,0.294,0.406,11.625,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,HV,MV_HV,6,cont,8,0.014,0.223,0.018,0.463,12.552,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVD,MV,MV_MV,6,NA,NA,0.002,,NA,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,MV,MV_MV,6,NA,NA,0.002,,NA,NA,NA,0,NA,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,MV,MV_MV,6,heat,9,0.025,,0.143,0.47,2.817,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVD,MV,MV_MV,6,cont,10,0.015,0.11,0.077,0.549,4.948,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVEnew,HV,MV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVEnew,HV,MV_HV,6,heat,9,0.002,,0.004,0.443,13.861,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVEnew,HV,MV_HV,6,cont,10,-0.001,,-0.019,0.507,11.733,1,,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVEnew,MV,MV_MV,6,NA,NA,NA,NA,NA,NA,NA,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVEnew,MV,MV_MV,6,heat,9,-0.006,0.096,0.146,0.408,9.797,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVEnew,MV,MV_MV,6,cont,10,0.008,,0.026,0.531,14.598,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVK,HV,MV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVK,HV,MV_HV,6,heat,11,0.007,,0.282,0.435,5.378,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVK,HV,MV_HV,6,cont,12,0.022,0.127,-0.004,0.486,10.567,1,0,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVK,MV,MV_MV,6,heat,11,0.002,0.11,0.154,0.391,5.895,1,1,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVK,MV,MV_MV,6,cont,12,0.006,,0.063,0.492,10.092,1,0,28.85,30.53,2.6,33.9,2.25,4.4,114,49,0.679247024,1.194845238,6.078443452,93.74379464
MV,MVL,HV,MV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
MV,MVL,HV,MV_HV,6,NA,NA,NA,NA,NA,NA,NA,0,NA,28.7,30.45,2.76,34.27,2.48,5.07,88,36,1.07164881,3.3176875,6.034508929,159.4529435
